"initial_alias","converted_alias","name","description","namespace"
"ENSP00000310275","BANF1","BANF1","BAF nuclear assembly factor 1 [Source:HGNC Symbol;Acc:HGNC:17397]","ENSP"
"ENSP00000267064","SMARCC2","SMARCC2","SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 2 [Source:HGNC Symbol;Acc:HGNC:11105]","ENSP"
"ENSP00000379946","BICRA","BICRA","BRD4 interacting chromatin remodeling complex associated protein [Source:HGNC Symbol;Acc:HGNC:4332]","ENSP"
"ENSP00000265773","SMARCA2","SMARCA2","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2 [Source:HGNC Symbol;Acc:HGNC:11098]","ENSP"
"ENSP00000291890","NCR1","NCR1","natural cytotoxicity triggering receptor 1 [Source:HGNC Symbol;Acc:HGNC:6731]","ENSP"
"ENSP00000414516","SS18","SS18","SS18 subunit of BAF chromatin remodeling complex [Source:HGNC Symbol;Acc:HGNC:11340]","ENSP"
"ENSP00000231509","NR3C1","NR3C1","nuclear receptor subfamily 3 group C member 1 [Source:HGNC Symbol;Acc:HGNC:7978]","ENSP"
"ENSP00000419765","BRD9","BRD9","bromodomain containing 9 [Source:HGNC Symbol;Acc:HGNC:25818]","ENSP"
"ENSP00000479526","None","None","None",""
"ENSP00000345347","HMGB1","HMGB1","high mobility group box 1 [Source:HGNC Symbol;Acc:HGNC:4983]","ENSP"
"ENSP00000395654","SMARCA4","SMARCA4","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4 [Source:HGNC Symbol;Acc:HGNC:11100]","ENSP"
"ENSP00000384273","RELA","RELA","RELA proto-oncogene, NF-kB subunit [Source:HGNC Symbol;Acc:HGNC:9955]","ENSP"
"ENSP00000392617","SMARCD2","SMARCD2","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2 [Source:HGNC Symbol;Acc:HGNC:11107]","ENSP"
"ENSP00000245414","IRF1","IRF1","interferon regulatory factor 1 [Source:HGNC Symbol;Acc:HGNC:6116]","ENSP"
"ENSP00000323967","SMARCE1","SMARCE1","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1 [Source:HGNC Symbol;Acc:HGNC:11109]","ENSP"
"ENSP00000263121","SMARCB1","SMARCB1","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1 [Source:HGNC Symbol;Acc:HGNC:11103]","ENSP"
"ENSP00000319169","PRMT5","PRMT5","protein arginine methyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:10894]","ENSP"
"ENSP00000320485","ARID1A","ARID1A","AT-rich interaction domain 1A [Source:HGNC Symbol;Acc:HGNC:11110]","ENSP"
"ENSP00000349770","IRF5","IRF5","interferon regulatory factor 5 [Source:HGNC Symbol;Acc:HGNC:6120]","ENSP"
"ENSP00000344546","ARID1B","ARID1B","AT-rich interaction domain 1B [Source:HGNC Symbol;Acc:HGNC:18040]","ENSP"
"ENSP00000378307","PBRM1","PBRM1","polybromo 1 [Source:HGNC Symbol;Acc:HGNC:30064]","ENSP"
"ENSP00000378414","SMARCD1","SMARCD1","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1 [Source:HGNC Symbol;Acc:HGNC:11106]","ENSP"
"ENSP00000347716","DPF1","DPF1","double PHD fingers 1 [Source:HGNC Symbol;Acc:HGNC:20225]","ENSP"
"ENSP00000313933","BICRAL","BICRAL","BICRA like chromatin remodeling complex associated protein [Source:HGNC Symbol;Acc:HGNC:21111]","ENSP"
"ENSP00000262188","SMARCD3","SMARCD3","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3 [Source:HGNC Symbol;Acc:HGNC:11108]","ENSP"
"ENSP00000369674","BCL7C","BCL7C","BAF chromatin remodeling complex subunit BCL7C [Source:HGNC Symbol;Acc:HGNC:1006]","ENSP"
"ENSP00000370343","IRF4","IRF4","interferon regulatory factor 4 [Source:HGNC Symbol;Acc:HGNC:6119]","ENSP"
"ENSP00000411073","BCL7B","BCL7B","BAF chromatin remodeling complex subunit BCL7B [Source:HGNC Symbol;Acc:HGNC:1005]","ENSP"
"ENSP00000355988","IRF6","IRF6","interferon regulatory factor 6 [Source:HGNC Symbol;Acc:HGNC:6121]","ENSP"
"ENSP00000341805","PHF10","PHF10","PHD finger protein 10 [Source:HGNC Symbol;Acc:HGNC:18250]","ENSP"
"ENSP00000335044","ARID2","ARID2","AT-rich interaction domain 2 [Source:HGNC Symbol;Acc:HGNC:18037]","ENSP"
"ENSP00000254480","SMARCC1","SMARCC1","SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1 [Source:HGNC Symbol;Acc:HGNC:11104]","ENSP"
"ENSP00000377218","IRF2","IRF2","interferon regulatory factor 2 [Source:HGNC Symbol;Acc:HGNC:6117]","ENSP"
"ENSP00000445868","BCL7A","BCL7A","BAF chromatin remodeling complex subunit BCL7A [Source:HGNC Symbol;Acc:HGNC:1004]","ENSP"
"ENSP00000394227","None","None","None",""
"ENSP00000296870","IL3","IL3","interleukin 3 [Source:HGNC Symbol;Acc:HGNC:6011]","ENSP"
"ENSP00000327890","IL3RA","IL3RA","interleukin 3 receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:6012]","ENSP"
"ENSP00000380421","IL15RA","IL15RA","interleukin 15 receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:5978]","ENSP"
"ENSP00000379111","IL4R","IL4R","interleukin 4 receptor [Source:HGNC Symbol;Acc:HGNC:6015]","ENSP"
"ENSP00000252723","EPO","EPO","erythropoietin [Source:HGNC Symbol;Acc:HGNC:3415]","ENSP"
"ENSP00000369293","IL2RA","IL2RA","interleukin 2 receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:6008]","ENSP"
"ENSP00000341208","STAT5A","STAT5A","signal transducer and activator of transcription 5A [Source:HGNC Symbol;Acc:HGNC:11366]","ENSP"
"ENSP00000391592","PTPN6","PTPN6","protein tyrosine phosphatase non-receptor type 6 [Source:HGNC Symbol;Acc:HGNC:9658]","ENSP"
"ENSP00000228280","None","None","None",""
"ENSP00000231454","IL5","IL5","interleukin 5 [Source:HGNC Symbol;Acc:HGNC:6016]","ENSP"
"ENSP00000263851","IL7","IL7","interleukin 7 [Source:HGNC Symbol;Acc:HGNC:6023]","ENSP"
"ENSP00000405338","INPP5D","INPP5D","inositol polyphosphate-5-phosphatase D [Source:HGNC Symbol;Acc:HGNC:6079]","ENSP"
"ENSP00000216373","SOS2","SOS2","SOS Ras/Rho guanine nucleotide exchange factor 2 [Source:HGNC Symbol;Acc:HGNC:11188]","ENSP"
"ENSP00000293328","STAT5B","STAT5B","signal transducer and activator of transcription 5B [Source:HGNC Symbol;Acc:HGNC:11367]","ENSP"
"ENSP00000331504","FES","FES","FES proto-oncogene, tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:3657]","ENSP"
"ENSP00000312652","LEP","LEP","leptin [Source:HGNC Symbol;Acc:HGNC:6553]","ENSP"
"ENSP00000330393","LEPR","LEPR","leptin receptor [Source:HGNC Symbol;Acc:HGNC:6554]","ENSP"
"ENSP00000384053","CSF2RB","CSF2RB","colony stimulating factor 2 receptor subunit beta [Source:HGNC Symbol;Acc:HGNC:2436]","ENSP"
"ENSP00000412209","IL5RA","IL5RA","interleukin 5 receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:6017]","ENSP"
"ENSP00000231449","IL4","IL4","interleukin 4 [Source:HGNC Symbol;Acc:HGNC:6014]","ENSP"
"ENSP00000371067","JAK2","JAK2","Janus kinase 2 [Source:HGNC Symbol;Acc:HGNC:6192]","ENSP"
"ENSP00000306157","IL7R","IL7R","interleukin 7 receptor [Source:HGNC Symbol;Acc:HGNC:6024]","ENSP"
"ENSP00000376345","GRB2","GRB2","growth factor receptor bound protein 2 [Source:HGNC Symbol;Acc:HGNC:4566]","ENSP"
"ENSP00000440273","SH2B2","SH2B2","SH2B adaptor protein 2 [Source:HGNC Symbol;Acc:HGNC:17381]","ENSP"
"ENSP00000288135","KIT","KIT","KIT proto-oncogene, receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6342]","ENSP"
"ENSP00000391676","JAK3","JAK3","Janus kinase 3 [Source:HGNC Symbol;Acc:HGNC:6193]","ENSP"
"ENSP00000222139","EPOR","EPOR","erythropoietin receptor [Source:HGNC Symbol;Acc:HGNC:3416]","ENSP"
"ENSP00000345492","SH2B3","SH2B3","SH2B adaptor protein 3 [Source:HGNC Symbol;Acc:HGNC:29605]","ENSP"
"ENSP00000216223","IL2RB","IL2RB","interleukin 2 receptor subunit beta [Source:HGNC Symbol;Acc:HGNC:6009]","ENSP"
"ENSP00000401303","SHC1","SHC1","SHC adaptor protein 1 [Source:HGNC Symbol;Acc:HGNC:10840]","ENSP"
"ENSP00000296871","CSF2","CSF2","colony stimulating factor 2 [Source:HGNC Symbol;Acc:HGNC:2434]","ENSP"
"ENSP00000264657","STAT3","STAT3","signal transducer and activator of transcription 3 [Source:HGNC Symbol;Acc:HGNC:11364]","ENSP"
"ENSP00000363318","IL2RG","IL2RG","interleukin 2 receptor subunit gamma [Source:HGNC Symbol;Acc:HGNC:6010]","ENSP"
"ENSP00000298229","INPPL1","INPPL1","inositol polyphosphate phosphatase like 1 [Source:HGNC Symbol;Acc:HGNC:6080]","ENSP"
"ENSP00000226730","IL2","IL2","interleukin 2 [Source:HGNC Symbol;Acc:HGNC:6001]","ENSP"
"ENSP00000296545","IL15","IL15","interleukin 15 [Source:HGNC Symbol;Acc:HGNC:5977]","ENSP"
"ENSP00000370223","IDH3B","IDH3B","isocitrate dehydrogenase (NAD(+)) 3 non-catalytic subunit beta [Source:HGNC Symbol;Acc:HGNC:5385]","ENSP"
"ENSP00000419325","SUCLG2","SUCLG2","succinate-CoA ligase GDP-forming subunit beta [Source:HGNC Symbol;Acc:HGNC:11450]","ENSP"
"ENSP00000364699","SDHD","SDHD","succinate dehydrogenase complex subunit D [Source:HGNC Symbol;Acc:HGNC:10683]","ENSP"
"ENSP00000264932","SDHA","SDHA","succinate dehydrogenase complex flavoprotein subunit A [Source:HGNC Symbol;Acc:HGNC:10680]","ENSP"
"ENSP00000370377","PITRM1","PITRM1","pitrilysin metallopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:17663]","ENSP"
"ENSP00000363216","OGDHL","OGDHL","oxoglutarate dehydrogenase L [Source:HGNC Symbol;Acc:HGNC:25590]","ENSP"
"ENSP00000414066","SDHAF3","SDHAF3","succinate dehydrogenase complex assembly factor 3 [Source:HGNC Symbol;Acc:HGNC:21752]","ENSP"
"ENSP00000364649","SDHB","SDHB","succinate dehydrogenase complex iron sulfur subunit B [Source:HGNC Symbol;Acc:HGNC:10681]","ENSP"
"ENSP00000263035","DHTKD1","DHTKD1","dehydrogenase E1 and transketolase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23537]","ENSP"
"ENSP00000299518","IDH3A","IDH3A","isocitrate dehydrogenase (NAD(+)) 3 catalytic subunit alpha [Source:HGNC Symbol;Acc:HGNC:5384]","ENSP"
"ENSP00000318351","BCKDHB","BCKDHB","branched chain keto acid dehydrogenase E1 subunit beta [Source:HGNC Symbol;Acc:HGNC:987]","ENSP"
"ENSP00000295266","PDHA2","PDHA2","pyruvate dehydrogenase E1 subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:8807]","ENSP"
"ENSP00000378405","BCKDK","BCKDK","branched chain keto acid dehydrogenase kinase [Source:HGNC Symbol;Acc:HGNC:16902]","ENSP"
"ENSP00000307241","PDHB","PDHB","pyruvate dehydrogenase E1 subunit beta [Source:HGNC Symbol;Acc:HGNC:8808]","ENSP"
"ENSP00000446743","None","None","None",""
"ENSP00000222673","OGDH","OGDH","oxoglutarate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:8124]","ENSP"
"ENSP00000359151","DBT","DBT","dihydrolipoamide branched chain transacylase E2 [Source:HGNC Symbol;Acc:HGNC:2698]","ENSP"
"ENSP00000443246","None","None","None",""
"ENSP00000205402","DLD","DLD","dihydrolipoamide dehydrogenase [Source:HGNC Symbol;Acc:HGNC:2898]","ENSP"
"ENSP00000342056","CS","CS","citrate synthase [Source:HGNC Symbol;Acc:HGNC:2422]","ENSP"
"ENSP00000368165","SDHAF1","SDHAF1","succinate dehydrogenase complex assembly factor 1 [Source:HGNC Symbol;Acc:HGNC:33867]","ENSP"
"ENSP00000359505","SDHAF4","SDHAF4","succinate dehydrogenase complex assembly factor 4 [Source:HGNC Symbol;Acc:HGNC:20957]","ENSP"
"ENSP00000327070","MDH2","MDH2","malate dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:6971]","ENSP"
"ENSP00000301761","SDHAF2","SDHAF2","succinate dehydrogenase complex assembly factor 2 [Source:HGNC Symbol;Acc:HGNC:26034]","ENSP"
"ENSP00000331897","IDH2","IDH2","isocitrate dehydrogenase (NADP(+)) 2 [Source:HGNC Symbol;Acc:HGNC:5383]","ENSP"
"ENSP00000269980","BCKDHA","BCKDHA","branched chain keto acid dehydrogenase E1 subunit alpha [Source:HGNC Symbol;Acc:HGNC:986]","ENSP"
"ENSP00000377446","SUCLG1","SUCLG1","succinate-CoA ligase GDP/ADP-forming subunit alpha [Source:HGNC Symbol;Acc:HGNC:11449]","ENSP"
"ENSP00000253792","ACLY","ACLY","ATP citrate lyase [Source:HGNC Symbol;Acc:HGNC:115]","ENSP"
"ENSP00000369134","None","None","None",""
"ENSP00000335304","DLST","DLST","dihydrolipoamide S-succinyltransferase [Source:HGNC Symbol;Acc:HGNC:2911]","ENSP"
"ENSP00000227868","PDHX","PDHX","pyruvate dehydrogenase complex component X [Source:HGNC Symbol;Acc:HGNC:21350]","ENSP"
"ENSP00000367923","None","None","None",""
"ENSP00000202967","SIRT4","SIRT4","sirtuin 4 [Source:HGNC Symbol;Acc:HGNC:14932]","ENSP"
"ENSP00000356953","SDHC","SDHC","succinate dehydrogenase complex subunit C [Source:HGNC Symbol;Acc:HGNC:10682]","ENSP"
"ENSP00000280346","DLAT","DLAT","dihydrolipoamide S-acetyltransferase [Source:HGNC Symbol;Acc:HGNC:2896]","ENSP"
"ENSP00000216027","HSCB","HSCB","HscB mitochondrial iron-sulfur cluster cochaperone [Source:HGNC Symbol;Acc:HGNC:28913]","ENSP"
"ENSP00000217901","IDH3G","IDH3G","isocitrate dehydrogenase (NAD(+)) 3 non-catalytic subunit gamma [Source:HGNC Symbol;Acc:HGNC:5386]","ENSP"
"ENSP00000310520","ERCC4","ERCC4","ERCC excision repair 4, endonuclease catalytic subunit [Source:HGNC Symbol;Acc:HGNC:3436]","ENSP"
"ENSP00000313420","PRKDC","PRKDC","protein kinase, DNA-activated, catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9413]","ENSP"
"ENSP00000355759","PARP1","PARP1","poly(ADP-ribose) polymerase 1 [Source:HGNC Symbol;Acc:HGNC:270]","ENSP"
"ENSP00000406046","POLD1","POLD1","DNA polymerase delta 1, catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9175]","ENSP"
"ENSP00000364270","XPA","XPA","XPA, DNA damage recognition and repair factor [Source:HGNC Symbol;Acc:HGNC:12814]","ENSP"
"ENSP00000358262","CHD1L","CHD1L","chromodomain helicase DNA binding protein 1 like [Source:HGNC Symbol;Acc:HGNC:1916]","ENSP"
"ENSP00000406490","PMS1","PMS1","PMS1 homolog 1, mismatch repair system component [Source:HGNC Symbol;Acc:HGNC:9121]","ENSP"
"ENSP00000352257","XRCC6","XRCC6","X-ray repair cross complementing 6 [Source:HGNC Symbol;Acc:HGNC:4055]","ENSP"
"ENSP00000307004","APLF","APLF","aprataxin and PNKP like factor [Source:HGNC Symbol;Acc:HGNC:28724]","ENSP"
"ENSP00000233146","MSH2","MSH2","mutS homolog 2 [Source:HGNC Symbol;Acc:HGNC:7325]","ENSP"
"ENSP00000262887","XRCC1","XRCC1","X-ray repair cross complementing 1 [Source:HGNC Symbol;Acc:HGNC:12828]","ENSP"
"ENSP00000265849","PMS2","PMS2","PMS1 homolog 2, mismatch repair system component [Source:HGNC Symbol;Acc:HGNC:9122]","ENSP"
"ENSP00000382218","ZSWIM7","ZSWIM7","zinc finger SWIM-type containing 7 [Source:HGNC Symbol;Acc:HGNC:26993]","ENSP"
"ENSP00000375978","XRCC5","XRCC5","X-ray repair cross complementing 5 [Source:HGNC Symbol;Acc:HGNC:12833]","ENSP"
"ENSP00000231790","MLH1","MLH1","mutL homolog 1 [Source:HGNC Symbol;Acc:HGNC:7127]","ENSP"
"ENSP00000367527","DCLRE1C","DCLRE1C","DNA cross-link repair 1C [Source:HGNC Symbol;Acc:HGNC:17642]","ENSP"
"ENSP00000383042","KDM1A","KDM1A","lysine demethylase 1A [Source:HGNC Symbol;Acc:HGNC:29079]","ENSP"
"ENSP00000350708","RAD23B","RAD23B","RAD23 homolog B, nucleotide excision repair protein [Source:HGNC Symbol;Acc:HGNC:9813]","ENSP"
"ENSP00000421491","XRCC4","XRCC4","X-ray repair cross complementing 4 [Source:HGNC Symbol;Acc:HGNC:12831]","ENSP"
"ENSP00000262241","RCOR1","RCOR1","REST corepressor 1 [Source:HGNC Symbol;Acc:HGNC:17441]","ENSP"
"ENSP00000359181","POLL","POLL","DNA polymerase lambda [Source:HGNC Symbol;Acc:HGNC:9184]","ENSP"
"ENSP00000398824","PHF21A","PHF21A","PHD finger protein 21A [Source:HGNC Symbol;Acc:HGNC:24156]","ENSP"
"ENSP00000278616","ATM","ATM","ATM serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:795]","ENSP"
"ENSP00000234420","MSH6","MSH6","mutS homolog 6 [Source:HGNC Symbol;Acc:HGNC:7329]","ENSP"
"ENSP00000285021","XPC","XPC","XPC complex subunit, DNA damage recognition and repair factor [Source:HGNC Symbol;Acc:HGNC:12816]","ENSP"
"ENSP00000300145","ATP23","ATP23","ATP23 metallopeptidase and ATP synthase assembly factor homolog [Source:HGNC Symbol;Acc:HGNC:29452]","ENSP"
"ENSP00000360682","PAXX","PAXX","PAXX non-homologous end joining factor [Source:HGNC Symbol;Acc:HGNC:27849]","ENSP"
"ENSP00000265081","MSH3","MSH3","mutS homolog 3 [Source:HGNC Symbol;Acc:HGNC:7326]","ENSP"
"ENSP00000348020","MLH3","MLH3","mutL homolog 3 [Source:HGNC Symbol;Acc:HGNC:7128]","ENSP"
"ENSP00000484288","LIG4","LIG4","DNA ligase 4 [Source:HGNC Symbol;Acc:HGNC:6601]","ENSP"
"ENSP00000250416","PARP2","PARP2","poly(ADP-ribose) polymerase 2 [Source:HGNC Symbol;Acc:HGNC:272]","ENSP"
"ENSP00000013807","ERCC1","ERCC1","ERCC excision repair 1, endonuclease non-catalytic subunit [Source:HGNC Symbol;Acc:HGNC:3433]","ENSP"
"ENSP00000347978","None","None","None",""
"ENSP00000310008","SWSAP1","SWSAP1","SWIM-type zinc finger 7 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:26638]","ENSP"
"ENSP00000359300","CETN2","CETN2","centrin 2 [Source:HGNC Symbol;Acc:HGNC:1867]","ENSP"
"ENSP00000349313","NHEJ1","NHEJ1","non-homologous end joining factor 1 [Source:HGNC Symbol;Acc:HGNC:25737]","ENSP"
"ENSP00000250448","FOXA1","FOXA1","forkhead box A1 [Source:HGNC Symbol;Acc:HGNC:5021]","ENSP"
"ENSP00000262160","SMAD2","SMAD2","SMAD family member 2 [Source:HGNC Symbol;Acc:HGNC:6768]","ENSP"
"ENSP00000212015","SIRT1","SIRT1","sirtuin 1 [Source:HGNC Symbol;Acc:HGNC:14929]","ENSP"
"ENSP00000351407","ARNT","ARNT","aryl hydrocarbon receptor nuclear translocator [Source:HGNC Symbol;Acc:HGNC:700]","ENSP"
"ENSP00000242057","AHR","AHR","aryl hydrocarbon receptor [Source:HGNC Symbol;Acc:HGNC:348]","ENSP"
"ENSP00000437955","HIF1A","HIF1A","hypoxia inducible factor 1 subunit alpha [Source:HGNC Symbol;Acc:HGNC:4910]","ENSP"
"ENSP00000360493","RUNX2","RUNX2","RUNX family transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:10472]","ENSP"
"ENSP00000332973","SMAD3","SMAD3","SMAD family member 3 [Source:HGNC Symbol;Acc:HGNC:6769]","ENSP"
"ENSP00000405330","ESR1","ESR1","estrogen receptor 1 [Source:HGNC Symbol;Acc:HGNC:3467]","ENSP"
"ENSP00000341551","SMAD4","SMAD4","SMAD family member 4 [Source:HGNC Symbol;Acc:HGNC:6770]","ENSP"
"ENSP00000368632","GATA3","GATA3","GATA binding protein 3 [Source:HGNC Symbol;Acc:HGNC:4172]","ENSP"
"ENSP00000339004","FOXG1","FOXG1","forkhead box G1 [Source:HGNC Symbol;Acc:HGNC:3811]","ENSP"
"ENSP00000360266","JUN","JUN","Jun proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:6204]","ENSP"
"ENSP00000300305","RUNX1","RUNX1","RUNX family transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:10471]","ENSP"
"ENSP00000376436","ETS1","ETS1","ETS proto-oncogene 1, transcription factor [Source:HGNC Symbol;Acc:HGNC:3488]","ENSP"
"ENSP00000479618","None","None","None",""
"ENSP00000342307","FOXM1","FOXM1","forkhead box M1 [Source:HGNC Symbol;Acc:HGNC:3818]","ENSP"
"ENSP00000365380","FOXP3","FOXP3","forkhead box P3 [Source:HGNC Symbol;Acc:HGNC:6106]","ENSP"
"ENSP00000263734","EPAS1","EPAS1","endothelial PAS domain protein 1 [Source:HGNC Symbol;Acc:HGNC:3374]","ENSP"
"ENSP00000306245","FOS","FOS","Fos proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:3796]","ENSP"
"ENSP00000329357","SP1","SP1","Sp1 transcription factor [Source:HGNC Symbol;Acc:HGNC:11205]","ENSP"
"ENSP00000325690","CARM1","CARM1","coactivator associated arginine methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:23393]","ENSP"
"ENSP00000387699","CREB1","CREB1","cAMP responsive element binding protein 1 [Source:HGNC Symbol;Acc:HGNC:2345]","ENSP"
"ENSP00000427514","CEBPA","CEBPA","CCAAT enhancer binding protein alpha [Source:HGNC Symbol;Acc:HGNC:1833]","ENSP"
"ENSP00000263253","EP300","EP300","E1A binding protein p300 [Source:HGNC Symbol;Acc:HGNC:3373]","ENSP"
"ENSP00000358404","TCF7L2","TCF7L2","transcription factor 7 like 2 [Source:HGNC Symbol;Acc:HGNC:11641]","ENSP"
"ENSP00000363377","FOXO4","FOXO4","forkhead box O4 [Source:HGNC Symbol;Acc:HGNC:7139]","ENSP"
"ENSP00000363822","AR","AR","androgen receptor [Source:HGNC Symbol;Acc:HGNC:644]","ENSP"
"ENSP00000382800","RUNX3","RUNX3","RUNX family transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:10473]","ENSP"
"ENSP00000305422","CEBPB","CEBPB","CCAAT enhancer binding protein beta [Source:HGNC Symbol;Acc:HGNC:1834]","ENSP"
"ENSP00000385824","FOXO3","FOXO3","forkhead box O3 [Source:HGNC Symbol;Acc:HGNC:3821]","ENSP"
"ENSP00000368880","FOXO1","FOXO1","forkhead box O1 [Source:HGNC Symbol;Acc:HGNC:3819]","ENSP"
"ENSP00000353344","ETS2","ETS2","ETS proto-oncogene 2, transcription factor [Source:HGNC Symbol;Acc:HGNC:3489]","ENSP"
"ENSP00000262367","CREBBP","CREBBP","CREB binding protein [Source:HGNC Symbol;Acc:HGNC:2348]","ENSP"
"ENSP00000344456","CTNNB1","CTNNB1","catenin beta 1 [Source:HGNC Symbol;Acc:HGNC:2514]","ENSP"
"ENSP00000447173","VDR","VDR","vitamin D receptor [Source:HGNC Symbol;Acc:HGNC:12679]","ENSP"
"ENSP00000478725","None","None","None",""
"ENSP00000289902","FCER1G","FCER1G","Fc epsilon receptor Ig [Source:HGNC Symbol;Acc:HGNC:3611]","ENSP"
"ENSP00000359073","VAV3","VAV3","vav guanine nucleotide exchange factor 3 [Source:HGNC Symbol;Acc:HGNC:12659]","ENSP"
"ENSP00000378845","LAT","LAT","linker for activation of T cells [Source:HGNC Symbol;Acc:HGNC:18874]","ENSP"
"ENSP00000472929","VAV1","VAV1","vav guanine nucleotide exchange factor 1 [Source:HGNC Symbol;Acc:HGNC:12657]","ENSP"
"ENSP00000356946","None","None","None",""
"ENSP00000437940","CD19","CD19","CD19 molecule [Source:HGNC Symbol;Acc:HGNC:1633]","ENSP"
"ENSP00000376544","CD79B","CD79B","CD79b molecule [Source:HGNC Symbol;Acc:HGNC:1699]","ENSP"
"ENSP00000362205","TREM2","TREM2","triggering receptor expressed on myeloid cells 2 [Source:HGNC Symbol;Acc:HGNC:17761]","ENSP"
"ENSP00000085219","CD22","CD22","CD22 molecule [Source:HGNC Symbol;Acc:HGNC:1643]","ENSP"
"ENSP00000351497","FCGR2B","FCGR2B","Fc gamma receptor IIb [Source:HGNC Symbol;Acc:HGNC:3618]","ENSP"
"ENSP00000310216","KLRC4","KLRC4","killer cell lectin like receptor C4 [Source:HGNC Symbol;Acc:HGNC:6377]","ENSP"
"ENSP00000438038","KLRC1","KLRC1","killer cell lectin like receptor C1 [Source:HGNC Symbol;Acc:HGNC:6374]","ENSP"
"ENSP00000224337","BLNK","BLNK","B cell linker [Source:HGNC Symbol;Acc:HGNC:14211]","ENSP"
"ENSP00000308782","GP6","GP6","glycoprotein VI platelet [Source:HGNC Symbol;Acc:HGNC:14388]","ENSP"
"ENSP00000303507","BCR","BCR","BCR activator of RhoGEF and GTPase [Source:HGNC Symbol;Acc:HGNC:1014]","ENSP"
