module	monet_type	experiment_info	function_summary	term_id_GO_BP	term_id_REAC	term_id_KEGG	goslim_pir	genes
375	M1	e019_M1	protein ubiquitination	GO:0016567	NA	NA	GO:0036211	ENSP00000229268;ENSP00000309198;ENSP00000323913;ENSP00000288014;ENSP00000367727;ENSP00000220940;ENSP00000476510;ENSP00000263966;ENSP00000322802;ENSP00000339030;ENSP00000262525;ENSP00000327738;ENSP00000415769;ENSP00000300619
376	M1	e019_M1	cellular response to type II interferon / Interferon gamma signaling	GO:0071346	REAC:R-HSA-877300	NA	GO:0050896	ENSP00000432487;ENSP00000296043;ENSP00000359497;ENSP00000385450;ENSP00000248706;ENSP00000338967;ENSP00000359504;ENSP00000359512;ENSP00000252250;ENSP00000301547;ENSP00000359485;ENSP00000360244;ENSP00000369962;ENSP00000299340
377	M1	e019_M1	cellular response to interleukin-18 / Interleukin-18 signaling	GO:0071351	REAC:R-HSA-9012546	NA	GO:0050896;GO:0050789	ENSP00000395083;ENSP00000484121;ENSP00000393978;ENSP00000387211;ENSP00000264260;ENSP00000402152;ENSP00000368356;ENSP00000280357;ENSP00000482743;ENSP00000343577;ENSP00000263326;ENSP00000405032;ENSP00000384212;ENSP00000361083
378	M1	e019_M1	regulation of intracellular pH / Sodium/Proton exchangers	GO:0051453	REAC:R-HSA-425986	NA	GO:0065007	ENSP00000355387;ENSP00000255409;ENSP00000307275;ENSP00000416418;ENSP00000480916;ENSP00000447091;ENSP00000457492;ENSP00000304553;ENSP00000361004;ENSP00000359729;ENSP00000481022;ENSP00000268099;ENSP00000264703;ENSP00000320246
379	M1	e019_M1	Carnitine synthesis	NA	REAC:R-HSA-71262	NA	GO:0006807	ENSP00000263182;ENSP00000257860;ENSP00000347532;ENSP00000346240;ENSP00000292852;ENSP00000411253;ENSP00000321026;ENSP00000396722;ENSP00000317165;ENSP00000335261;ENSP00000463159;ENSP00000426455;ENSP00000330862;ENSP00000417583
380	M1	e019_M1	regulation of SA node cell action potential / HCN channels	GO:0098907	REAC:R-HSA-1296061	NA	GO:0050896;GO:0050789;GO:0065008;GO:0007154	ENSP00000040663;ENSP00000259154;ENSP00000359990;ENSP00000249842;ENSP00000292147;ENSP00000291842;ENSP00000421275;ENSP00000344819;ENSP00000244217;ENSP00000251287;ENSP00000307342;ENSP00000357342;ENSP00000261917;ENSP00000315263
381	M1	e019_M1	heparan sulfate proteoglycan biosynthetic process / Glycosaminoglycan biosynthesis - heparan sulfate / heparin	GO:0015012	NA	KEGG:00534	GO:0019538;GO:0009059;GO:0005976;GO:0006790	ENSP00000378260;ENSP00000410689;ENSP00000220562;ENSP00000367446;ENSP00000359132;ENSP00000377456;ENSP00000379032;ENSP00000261797;ENSP00000348489;ENSP00000272324;ENSP00000274278;ENSP00000359224;ENSP00000353854;ENSP00000386597
382	M1	e019_M1	Nitrogen metabolism / Reversible hydration of carbon dioxide	NA	REAC:R-HSA-1475029	KEGG:00910	GO:0006730	ENSP00000285379;ENSP00000300900;ENSP00000295092;ENSP00000178638;ENSP00000358107;ENSP00000393557;ENSP00000367608;ENSP00000252934;ENSP00000299192;ENSP00000430656;ENSP00000358794;ENSP00000285381;ENSP00000318912;ENSP00000345659
383	M1	e019_M1	regulation of dopamine uptake involved in synaptic transmission / Neuroactive ligand-receptor interaction / Dopamine receptors	GO:0051584	REAC:R-HSA-390651	KEGG:04080	GO:0050789;GO:0065008;GO:0006836;GO:0007154;GO:0050896	ENSP00000176183;ENSP00000373169;ENSP00000395708;ENSP00000480012;ENSP00000312262;ENSP00000358513;ENSP00000336630;ENSP00000403701;ENSP00000354859;ENSP00000377353;ENSP00000361475;ENSP00000358301;ENSP00000386444;ENSP00000356205
384	M1	e019_M1	positive regulation of cyclic-nucleotide phosphodiesterase activity / Apelin signaling pathway / RHO GTPases activate IQGAPs	GO:0051343	REAC:R-HSA-5626467	KEGG:04371	GO:0065009;GO:0050789;GO:0051606;GO:0006996	ENSP00000353452;ENSP00000262873;ENSP00000291295;ENSP00000387261;ENSP00000376132;ENSP00000354451;ENSP00000421280;ENSP00000349467;ENSP00000268182;ENSP00000478061;ENSP00000272298;ENSP00000297494;ENSP00000274364;ENSP00000452746
385	M1	e019_M1	calcium ion transport / Role of second messengers in netrin-1 signaling	GO:0006816	REAC:R-HSA-418890	NA	GO:0006811	ENSP00000480616;ENSP00000322249;ENSP00000348752;ENSP00000368966;ENSP00000340913;ENSP00000478059;ENSP00000419313;ENSP00000286628;ENSP00000426070;ENSP00000262839;ENSP00000363435;ENSP00000417569;ENSP00000381601;ENSP00000369027
386	M1	e019_M1	acetylcholine catabolic process	GO:0006581	NA	NA	GO:0042133;GO:0006807	ENSP00000303211;ENSP00000387760;ENSP00000373298;ENSP00000290866;ENSP00000216629;ENSP00000448517;ENSP00000450482;ENSP00000327786;ENSP00000325822;ENSP00000264381;ENSP00000332963;ENSP00000376848;ENSP00000312284
387	M1	e019_M1	IL-17 signaling pathway / Interleukin-17 signaling	NA	REAC:R-HSA-448424	KEGG:04657	GO:0050896;GO:0050789;GO:0001816	ENSP00000344192;ENSP00000320936;ENSP00000296318;ENSP00000344219;ENSP00000339804;ENSP00000295981;ENSP00000383641;ENSP00000244241;ENSP00000373325;ENSP00000328111;ENSP00000288167;ENSP00000261796;ENSP00000337432
392	M1	e019_M1	cholecystokinin signaling pathway / GPCR ligand binding	GO:0038188	REAC:R-HSA-500792	NA	NA	ENSP00000356389;ENSP00000176195;ENSP00000331358;ENSP00000379472;ENSP00000169298;ENSP00000302413;ENSP00000354416;ENSP00000335544;ENSP00000295589;ENSP00000433490;ENSP00000261196;ENSP00000303061;ENSP00000364650
393	M1	e019_M1	peptidyl-lysine modification to peptidyl-hypusine / Cysteine formation from homocysteine	GO:0008612	REAC:R-HSA-1614603	NA	GO:0051604;GO:0036211	ENSP00000381231;ENSP00000359976;ENSP00000210060;ENSP00000342604;ENSP00000292180;ENSP00000303533;ENSP00000398882;ENSP00000406157;ENSP00000318602;ENSP00000308330;ENSP00000381234;ENSP00000326706;ENSP00000479370
395	M1	e019_M1	DNA demethylation / TET1,2,3 and TDG demethylate DNA	GO:0080111	REAC:R-HSA-5221030	NA	GO:0006304	ENSP00000442788;ENSP00000406773;ENSP00000306561;ENSP00000359264;ENSP00000361170;ENSP00000386869;ENSP00000259605;ENSP00000325663;ENSP00000362748;ENSP00000322898;ENSP00000374152;ENSP00000367930;ENSP00000339250
396	M1	e019_M1	intracellular zinc ion homeostasis / Zinc efflux and compartmentalization by the SLC30 family	GO:0006882	REAC:R-HSA-435368	NA	GO:0050896;GO:0050789;GO:0006811	ENSP00000367030;ENSP00000325561;ENSP00000362555;ENSP00000261867;ENSP00000434515;ENSP00000219162;ENSP00000355893;ENSP00000355968;ENSP00000360020;ENSP00000465261;ENSP00000233535;ENSP00000363394;ENSP00000348300
397	M1	e019_M1	TNFs bind their physiological receptors	NA	REAC:R-HSA-5669034	NA	NA	ENSP00000270221;ENSP00000367239;ENSP00000361667;ENSP00000441831;ENSP00000363680;ENSP00000395538;ENSP00000341213;ENSP00000394899;ENSP00000272748;ENSP00000335076;ENSP00000258443;ENSP00000344816;ENSP00000363520
398	M1	e019_M1	signal peptide processing / Protein export / Synthesis, secretion, and inactivation of Glucose-dependent Insulinotropic Polypeptide (GIP)	GO:0006465	REAC:R-HSA-400511	KEGG:03060	GO:0051604;GO:0006508;GO:0006518	ENSP00000062104;ENSP00000478310;ENSP00000452697;ENSP00000266263;ENSP00000263672;ENSP00000427463;ENSP00000374484;ENSP00000384966;ENSP00000468633;ENSP00000330433;ENSP00000278200;ENSP00000358824;ENSP00000444561
400	M1	e019_M1	meiotic telomere clustering	GO:0045141	NA	NA	GO:0051234;GO:0050789;GO:0051640;GO:0051276	ENSP00000313759;ENSP00000364742;ENSP00000485396;ENSP00000301896;ENSP00000299427;ENSP00000380762;ENSP00000305875;ENSP00000463762;ENSP00000424007;ENSP00000298784;ENSP00000377225;ENSP00000263092;ENSP00000340644
401	M1	e019_M1	Defective ST3GAL3 causes MCT12 and EIEE15	NA	REAC:R-HSA-3656243	NA	NA	ENSP00000328327;ENSP00000261714;ENSP00000408367;ENSP00000322180;ENSP00000266719;ENSP00000262551;ENSP00000252603;ENSP00000230792;ENSP00000380516;ENSP00000347748;ENSP00000400839;ENSP00000313752;ENSP00000427820
402	M1	e019_M1	protein auto-ADP-ribosylation	GO:0070213	NA	NA	GO:0036211	ENSP00000448696;ENSP00000401023;ENSP00000228820;ENSP00000263549;ENSP00000304854;ENSP00000416558;ENSP00000325618;ENSP00000217246;ENSP00000337512;ENSP00000420484;ENSP00000340836;ENSP00000326095;ENSP00000244061
404	M1	e019_M1	mitochondrial L-ornithine transmembrane transport / Protein repair	GO:1990575	REAC:R-HSA-5676934	NA	GO:0019538;GO:0006865	ENSP00000239451;ENSP00000342267;ENSP00000353826;ENSP00000355084;ENSP00000347324;ENSP00000365693;ENSP00000300107;ENSP00000366694;ENSP00000483781;ENSP00000245816;ENSP00000362390;ENSP00000256969;ENSP00000373583
405	M1	e019_M1	regulation of amyloid precursor protein biosynthetic process	GO:0042984	NA	NA	GO:0019538;GO:0009059;GO:0050789	ENSP00000287387;ENSP00000409896;ENSP00000322524;ENSP00000361603;ENSP00000381298;ENSP00000307188;ENSP00000307449;ENSP00000246190;ENSP00000387380;ENSP00000406027;ENSP00000258317;ENSP00000465204;ENSP00000445247
406	M1	e019_M1	double-strand break repair / Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks	GO:0006302	REAC:R-HSA-5693565	NA	GO:0050789;GO:0006281	ENSP00000352408;ENSP00000243326;ENSP00000320898;ENSP00000371475;ENSP00000362578;ENSP00000261609;ENSP00000369857;ENSP00000372023;ENSP00000159111;ENSP00000365588;ENSP00000262971;ENSP00000372351;ENSP00000366434
408	M1	e019_M1	spliceosomal snRNP assembly / Metabolism of non-coding RNA	GO:0000387	REAC:R-HSA-194441	NA	GO:0000375;GO:0065003	ENSP00000270257;ENSP00000285873;ENSP00000369895;ENSP00000454852;ENSP00000370119;ENSP00000358716;ENSP00000310596;ENSP00000321706;ENSP00000433919;ENSP00000370083;ENSP00000392270;ENSP00000308533;ENSP00000281950
409	M1	e019_M1	mRNA splicing, via spliceosome	GO:0000398	NA	NA	GO:0000375	ENSP00000425092;ENSP00000362936;ENSP00000386458;ENSP00000304139;ENSP00000472998;ENSP00000346986;ENSP00000448073;ENSP00000293872;ENSP00000440222;ENSP00000476955;ENSP00000417451;ENSP00000348010;ENSP00000347005
412	M1	e019_M1	collagen fibril organization / MET activates PTK2 signaling	GO:0030199	REAC:R-HSA-8874081	NA	GO:0043062;GO:0045229	ENSP00000369889;ENSP00000370542;ENSP00000318916;ENSP00000348385;ENSP00000225964;ENSP00000363840;ENSP00000266718;ENSP00000360882;ENSP00000297268;ENSP00000264828;ENSP00000364000;ENSP00000359114;ENSP00000304408
413	M1	e019_M1	ncRNA polyadenylation	GO:0043629	NA	NA	GO:0016070	ENSP00000438993;ENSP00000396995;ENSP00000260184;ENSP00000377344;ENSP00000484931;ENSP00000263063;ENSP00000443113;ENSP00000268616;ENSP00000383421;ENSP00000480297;ENSP00000346348;ENSP00000325301
415	M1	e019_M1	lens development in camera-type eye	GO:0002088	NA	NA	GO:0050877;GO:0032502	ENSP00000291554;ENSP00000215855;ENSP00000381273;ENSP00000376287;ENSP00000225387;ENSP00000482816;ENSP00000215939;ENSP00000346805;ENSP00000282141;ENSP00000260988;ENSP00000264376;ENSP00000481185
416	M1	e019_M1	Surfactant metabolism	NA	REAC:R-HSA-5683826	NA	GO:0005975	ENSP00000222803;ENSP00000341030;ENSP00000309542;ENSP00000322192;ENSP00000367391;ENSP00000246891;ENSP00000304822;ENSP00000302599;ENSP00000301046;ENSP00000417898;ENSP00000366047;ENSP00000466880
419	M1	e019_M1	vitamin A metabolic process / The canonical retinoid cycle in rods (twilight vision)	GO:0006776	REAC:R-HSA-2453902	NA	GO:0044255;GO:0006766	ENSP00000232219;ENSP00000322373;ENSP00000389241;ENSP00000232217;ENSP00000456609;ENSP00000337224;ENSP00000415998;ENSP00000256538;ENSP00000357840;ENSP00000263921;ENSP00000354553;ENSP00000397172
420	M1	e019_M1	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	NA	NA	KEGG:00532	NA	ENSP00000017003;ENSP00000216487;ENSP00000331258;ENSP00000164305;ENSP00000273695;ENSP00000261381;ENSP00000473983;ENSP00000294964;ENSP00000436785;ENSP00000404991;ENSP00000236137;ENSP00000341031
423	M1	e019_M1	Stimuli-sensing channels	NA	REAC:R-HSA-2672351	NA	NA	ENSP00000359621;ENSP00000294309;ENSP00000257215;ENSP00000379282;ENSP00000448083;ENSP00000389630;ENSP00000264079;ENSP00000281924;ENSP00000359640;ENSP00000410269;ENSP00000417626;ENSP00000350734
425	M1	e019_M1	folic acid-containing compound metabolic process / Antifolate resistance / G1/S-Specific Transcription	GO:0006760	REAC:R-HSA-69205	KEGG:01523	GO:0046483;GO:0006725;GO:0006807	ENSP00000376139;ENSP00000250101;ENSP00000383986;ENSP00000301634;ENSP00000278903;ENSP00000396308;ENSP00000362344;ENSP00000366387;ENSP00000315644;ENSP00000301030;ENSP00000265881;ENSP00000313881
428	M1	e019_M1	positive regulation of DNA methylation-dependent heterochromatin formation	GO:0090309	NA	NA	GO:0016043;GO:0050789	ENSP00000346175;ENSP00000206595;ENSP00000440440;ENSP00000397566;ENSP00000468785;ENSP00000396976;ENSP00000480524;ENSP00000282032;ENSP00000379808;ENSP00000470389;ENSP00000472409;ENSP00000406723
429	M1	e019_M1	cilium assembly	GO:0060271	NA	NA	GO:0006996;GO:0022607	ENSP00000429367;ENSP00000257312;ENSP00000324292;ENSP00000216756;ENSP00000350704;ENSP00000364691;ENSP00000380911;ENSP00000306105;ENSP00000263776;ENSP00000414884;ENSP00000306760;ENSP00000418086
431	M1	e019_M1	peptidyl-lysine oxidation	GO:0018057	NA	NA	GO:0043062;GO:0045229;GO:0036211	ENSP00000260702;ENSP00000345395;ENSP00000264094;ENSP00000370443;ENSP00000347484;ENSP00000373783;ENSP00000371535;ENSP00000418669;ENSP00000324343;ENSP00000429190;ENSP00000270328;ENSP00000371193
433	M1	e019_M1	DNA damage response, signal transduction by p53 class mediator / p53 signaling pathway / Regulation of TP53 Degradation	GO:0030330	REAC:R-HSA-6804757	KEGG:04115	GO:0050896;GO:0050789	ENSP00000258149;ENSP00000363668;ENSP00000247970;ENSP00000418915;ENSP00000264731;ENSP00000385571;ENSP00000367545;ENSP00000343535;ENSP00000268058;ENSP00000269305;ENSP00000356150;ENSP00000343023
434	M1	e019_M1	translational elongation / Eukaryotic Translation Elongation	GO:0006414	REAC:R-HSA-156842	NA	GO:0006412	ENSP00000410059;ENSP00000331901;ENSP00000300648;ENSP00000340820;ENSP00000339063;ENSP00000477781;ENSP00000298910;ENSP00000369897;ENSP00000376056;ENSP00000217182;ENSP00000222388;ENSP00000411471
435	M1	e019_M1	insulin receptor signaling pathway / Longevity regulating pathway / Signaling by Receptor Tyrosine Kinases	GO:0008286	REAC:R-HSA-9006934	KEGG:04211	GO:0050896;GO:0050789	ENSP00000339191;ENSP00000375892;ENSP00000357178;ENSP00000268035;ENSP00000263826;ENSP00000360683;ENSP00000303830;ENSP00000201979;ENSP00000288266;ENSP00000302665;ENSP00000361202;ENSP00000378217
436	M1	e019_M1	Rho protein signal transduction / RHOH GTPase cycle	GO:0007266	REAC:R-HSA-9013407	NA	GO:0050789	ENSP00000220507;ENSP00000228945;ENSP00000267205;ENSP00000427926;ENSP00000403323;ENSP00000371219;ENSP00000316729;ENSP00000219409;ENSP00000406873;ENSP00000269321;ENSP00000308576;ENSP00000453858
437	M1	e019_M1	extracellular matrix organization / ECM-receptor interaction / Laminin interactions	GO:0030198	REAC:R-HSA-3000157	KEGG:04512	GO:0043062;GO:0045229	ENSP00000363827;ENSP00000363973;ENSP00000378340;ENSP00000226284;ENSP00000355361;ENSP00000364979;ENSP00000264187;ENSP00000379866;ENSP00000216286;ENSP00000331902;ENSP00000353654;ENSP00000379823
438	M1	e019_M1	Toll Like Receptor 5 (TLR5) Cascade	NA	REAC:R-HSA-168176	NA	GO:0065009;GO:0050789;GO:0051179	ENSP00000380109;ENSP00000462729;ENSP00000321203;ENSP00000358983;ENSP00000164227;ENSP00000295025;ENSP00000312988;ENSP00000265094;ENSP00000221452;ENSP00000263056;ENSP00000275015;ENSP00000216797
440	M1	e019_M1	protein O-linked mannosylation / Mannose type O-glycan biosynthesis	GO:0035269	NA	KEGG:00515	GO:0036211	ENSP00000361302;ENSP00000261534;ENSP00000462717;ENSP00000217270;ENSP00000262648;ENSP00000295619;ENSP00000271331;ENSP00000355559;ENSP00000344125;ENSP00000409738;ENSP00000300433
441	M1	e019_M1	mannose metabolic process / Synthesis of GDP-mannose	GO:0006013	REAC:R-HSA-446205	NA	GO:0005975	ENSP00000255082;ENSP00000361616;ENSP00000256999;ENSP00000263080;ENSP00000295641;ENSP00000216259;ENSP00000378830;ENSP00000268261;ENSP00000431808;ENSP00000375478;ENSP00000484042
444	M1	e019_M1	detoxification of copper ion / Metallothioneins bind metals	GO:0010273	REAC:R-HSA-5661231	NA	GO:0050896	ENSP00000245185;ENSP00000302811;ENSP00000257068;ENSP00000218316;ENSP00000319305;ENSP00000478425;ENSP00000423099;ENSP00000274565;ENSP00000300215;ENSP00000330587;ENSP00000391397
445	M1	e019_M1	defense response to Gram-negative bacterium / Beta defensins	GO:0050829	REAC:R-HSA-1461957	NA	GO:0050896;GO:0040011;GO:0044419	ENSP00000343952;ENSP00000383715;ENSP00000351671;ENSP00000265016;ENSP00000320951;ENSP00000297439;ENSP00000324633;ENSP00000303532;ENSP00000296506;ENSP00000335307;ENSP00000424598
447	M1	e019_M1	peptidyl-diphthamide metabolic process / Synthesis of diphthamide-EEF2	GO:0017182	REAC:R-HSA-5358493	NA	GO:0050789;GO:0036211	ENSP00000358953;ENSP00000410446;ENSP00000255108;ENSP00000359127;ENSP00000263083;ENSP00000276816;ENSP00000277540;ENSP00000468049;ENSP00000458316;ENSP00000257336;ENSP00000312439
448	M1	e019_M1	regulation of carbohydrate metabolic process / Adipocytokine signaling pathway / AMPK inhibits chREBP transcriptional activation activity	GO:0006109	REAC:R-HSA-163680	KEGG:04920	GO:0050789	ENSP00000234313;ENSP00000305675;ENSP00000341785;ENSP00000349616;ENSP00000237536;ENSP00000441405;ENSP00000389814;ENSP00000371503;ENSP00000320376;ENSP00000418668;ENSP00000371572
451	M1	e019_M1	monoatomic anion transport / Stimuli-sensing channels	GO:0006820	REAC:R-HSA-2672351	NA	GO:0006811	ENSP00000324527;ENSP00000159087;ENSP00000261183;ENSP00000263650;ENSP00000274979;ENSP00000360822;ENSP00000251921;ENSP00000256737;ENSP00000374237;ENSP00000292246;ENSP00000367081
455	M1	e019_M1	protein O-linked mannosylation / Mannose type O-glycan biosynthesis	GO:0035269	NA	KEGG:00515	GO:0036211	ENSP00000353742;ENSP00000190165;ENSP00000391227;ENSP00000428876;ENSP00000223528;ENSP00000261234;ENSP00000361060;ENSP00000326570;ENSP00000385478;ENSP00000337972;ENSP00000359571
459	M1	e019_M1	Cell adhesion molecules / Costimulation by the CD28 family	NA	REAC:R-HSA-388841	KEGG:04514	GO:0050789	ENSP00000333919;ENSP00000205636;ENSP00000333833;ENSP00000370989;ENSP00000321874;ENSP00000380855;ENSP00000335062;ENSP00000346931;ENSP00000259241;ENSP00000358470;ENSP00000365172
460	M1	e019_M1	intermediate filament organization / Formation of the cornified envelope	GO:0045109	REAC:R-HSA-6809371	NA	GO:0006996	ENSP00000167588;ENSP00000293745;ENSP00000264651;ENSP00000362085;ENSP00000378292;ENSP00000480020;ENSP00000215742;ENSP00000304689;ENSP00000292894;ENSP00000302222;ENSP00000335437
462	M1	e019_M1	histone H3-K9 methylation / Transcriptional Regulation by E2F6	GO:0051567	REAC:R-HSA-8953750	NA	GO:0016043;GO:0036211	ENSP00000253024;ENSP00000351947;ENSP00000336687;ENSP00000301280;ENSP00000209875;ENSP00000364678;ENSP00000417980;ENSP00000315700;ENSP00000346997;ENSP00000271640;ENSP00000377060
463	M1	e019_M1	mRNA Splicing - Minor Pathway	NA	REAC:R-HSA-72165	NA	GO:0006396	ENSP00000336741;ENSP00000372482;ENSP00000344241;ENSP00000204549;ENSP00000361626;ENSP00000266529;ENSP00000432886;ENSP00000403310;ENSP00000339834;ENSP00000303015;ENSP00000464050
464	M1	e019_M1	monocyte chemotaxis / Viral protein interaction with cytokine and cytokine receptor / Chemokine receptors bind chemokines	GO:0002548	REAC:R-HSA-380108	KEGG:04061	GO:0002376;GO:0050896;GO:0050789;GO:0040011	ENSP00000477908;ENSP00000225831;ENSP00000483609;ENSP00000480558;ENSP00000225844;ENSP00000416996;ENSP00000378118;ENSP00000367832;ENSP00000474412;ENSP00000292301;ENSP00000296140
465	M1	e019_M1	mitochondrial cytochrome c oxidase assembly / Cytoprotection by HMOX1	GO:0033617	REAC:R-HSA-9707564	NA	GO:0065003	ENSP00000354681;ENSP00000400101;ENSP00000267102;ENSP00000354762;ENSP00000225665;ENSP00000255390;ENSP00000388658;ENSP00000299335;ENSP00000444433;ENSP00000361042;ENSP00000370882
468	M1	e019_M1	oligopeptide import across plasma membrane / Proton/oligopeptide cotransporters	GO:0140205	REAC:R-HSA-427975	NA	GO:0015833	ENSP00000227880;ENSP00000404700;ENSP00000449795;ENSP00000302114;ENSP00000266771;ENSP00000365686;ENSP00000348206;ENSP00000367911;ENSP00000375909;ENSP00000368245
469	M1	e019_M1	Josephin domain DUBs	NA	REAC:R-HSA-5689877	NA	GO:0046483;GO:0006082;GO:0006807	ENSP00000369996;ENSP00000216039;ENSP00000332744;ENSP00000296098;ENSP00000417769;ENSP00000391788;ENSP00000328423;ENSP00000294973;ENSP00000404873;ENSP00000473370
471	M1	e019_M1	apelin receptor signaling pathway	GO:0060183	NA	NA	GO:0050789	ENSP00000347038;ENSP00000261783;ENSP00000349446;ENSP00000379047;ENSP00000220420;ENSP00000391800;ENSP00000475344;ENSP00000481127;ENSP00000349577;ENSP00000484618
472	M1	e019_M1	natural killer cell mediated cytotoxicity	GO:0042267	NA	NA	GO:0002376;GO:0050896;GO:0001906;GO:0044419	ENSP00000294489;ENSP00000261789;ENSP00000298527;ENSP00000355354;ENSP00000229402;ENSP00000261340;ENSP00000396163;ENSP00000246229;ENSP00000325546;ENSP00000438244
473	M1	e019_M1	zinc ion transmembrane transport / Zinc influx into cells by the SLC39 gene family	GO:0071577	REAC:R-HSA-442380	NA	GO:0006811	ENSP00000301305;ENSP00000293261;ENSP00000336887;ENSP00000269740;ENSP00000278520;ENSP00000364978;ENSP00000347583;ENSP00000364295;ENSP00000298681;ENSP00000467958
474	M1	e019_M1	siderophore transport	GO:0015891	NA	NA	GO:0015891	ENSP00000262947;ENSP00000267436;ENSP00000362108;ENSP00000299698;ENSP00000260229;ENSP00000301202;ENSP00000380437;ENSP00000311746;ENSP00000329153;ENSP00000406925
