module	monet_type	experiment_info	function_summary	term_id_GO_BP	term_id_KEGG	term_id_REAC	goslim_pir	genes
266	R1	e019_R1	piRNA processing / PIWI-interacting RNA (piRNA) biogenesis	GO:0034587	NA	REAC:R-HSA-5601884	GO:0050789;GO:0006396;GO:0006304	ENSP00000245255;ENSP00000251864;ENSP00000257749;ENSP00000262794;ENSP00000296503;ENSP00000299001;ENSP00000319799;ENSP00000327048;ENSP00000329662;ENSP00000338235;ENSP00000339524;ENSP00000344504;ENSP00000344903;ENSP00000345347;ENSP00000345393;ENSP00000346065;ENSP00000346762;ENSP00000349208;ENSP00000350369;ENSP00000354855;ENSP00000356846;ENSP00000357812;ENSP00000362608;ENSP00000366237;ENSP00000380252;ENSP00000387303;ENSP00000390621;ENSP00000415056;ENSP00000424838;ENSP00000439120
267	R1	e019_R1	complement activation / Complement and coagulation cascades / Complement cascade	GO:0006956	KEGG:04610	REAC:R-HSA-166658	GO:0002376;GO:0050789;GO:0050896;GO:0044419	ENSP00000245907;ENSP00000247153;ENSP00000256785;ENSP00000263798;ENSP00000295408;ENSP00000301178;ENSP00000302079;ENSP00000313875;ENSP00000314299;ENSP00000331831;ENSP00000332139;ENSP00000356016;ENSP00000356385;ENSP00000356386;ENSP00000356391;ENSP00000356395;ENSP00000356399;ENSP00000363869;ENSP00000377783;ENSP00000378130;ENSP00000396688;ENSP00000410815;ENSP00000415941;ENSP00000416561
268	R1	e019_R1	prenylation	GO:0097354	NA	NA	GO:0036211	ENSP00000246166;ENSP00000303423;ENSP00000404676;ENSP00000447121
269	R1	e019_R1	substrate adhesion-dependent cell spreading / Regulation of cytoskeletal remodeling and cell spreading by IPP complex components	GO:0034446	NA	REAC:R-HSA-446388	GO:0050789;GO:0007155	ENSP00000246533;ENSP00000267257;ENSP00000271971;ENSP00000295006;ENSP00000324422;ENSP00000325240;ENSP00000326888;ENSP00000334008;ENSP00000355837;ENSP00000366326;ENSP00000367154;ENSP00000370010;ENSP00000379157;ENSP00000379975;ENSP00000384515;ENSP00000391583;ENSP00000400882;ENSP00000405165;ENSP00000431984;ENSP00000446121;ENSP00000481045
270	R1	e019_R1	protein folding in endoplasmic reticulum / Antigen processing and presentation / Antigen Presentation: Folding, assembly and peptide loading of class I MHC	GO:0034975	KEGG:04612	REAC:R-HSA-983170	GO:0036211;GO:0002376;GO:0006457;GO:0050896	ENSP00000247461;ENSP00000259253;ENSP00000263556;ENSP00000300289;ENSP00000320866;ENSP00000327801;ENSP00000346206;ENSP00000350132;ENSP00000354677;ENSP00000364034;ENSP00000379042;ENSP00000379873;ENSP00000384999;ENSP00000392330;ENSP00000401749;ENSP00000404833;ENSP00000427679;ENSP00000440045
271	R1	e019_R1	snRNA processing / RNA polymerase II transcribes snRNA genes	GO:0016180	NA	REAC:R-HSA-6807505	GO:0050789;GO:0006396;GO:0006354	ENSP00000247970;ENSP00000261191;ENSP00000310260;ENSP00000318641;ENSP00000327465;ENSP00000327889;ENSP00000355961;ENSP00000363360;ENSP00000369545;ENSP00000381064;ENSP00000381461;ENSP00000382021;ENSP00000385722;ENSP00000403683;ENSP00000408429;ENSP00000414237;ENSP00000415433;ENSP00000429065;ENSP00000430338;ENSP00000434466;ENSP00000445001
272	R1	e019_R1	Mitophagy - animal / RAB GEFs exchange GTP for GDP on RABs	NA	KEGG:04137	REAC:R-HSA-8876198	GO:0006914	ENSP00000248248;ENSP00000265062;ENSP00000269221;ENSP00000296137;ENSP00000296473;ENSP00000301336;ENSP00000314544;ENSP00000320291;ENSP00000325681;ENSP00000349785;ENSP00000350386;ENSP00000377282;ENSP00000389913;ENSP00000398523;ENSP00000435460;ENSP00000463650;ENSP00000479762
273	R1	e019_R1	cAMP biosynthetic process / Morphine addiction / Adenylate cyclase activating pathway	GO:0006171	KEGG:05032	REAC:R-HSA-170660	GO:0050789;GO:0050896;GO:0009117	ENSP00000248572;ENSP00000291294;ENSP00000294016;ENSP00000297323;ENSP00000304501;ENSP00000311405;ENSP00000334051;ENSP00000342952;ENSP00000360141;ENSP00000376583;ENSP00000377353;ENSP00000378803;ENSP00000419361;ENSP00000462647;ENSP00000483721
274	R1	e019_R1	synaptic membrane adhesion / Cell adhesion molecules	GO:0099560	KEGG:04514	NA	GO:0045229;GO:0022607;GO:0043062;GO:0007155	ENSP00000249363;ENSP00000278198;ENSP00000359085;ENSP00000376921
275	R1	e019_R1	Viral protein interaction with cytokine and cytokine receptor / Chemokine receptors bind chemokines	NA	KEGG:04061	REAC:R-HSA-380108	GO:0040011	ENSP00000249887;ENSP00000259631;ENSP00000332504;ENSP00000350256;ENSP00000375086;ENSP00000416996
276	R1	e019_R1	endoplasmic reticulum to Golgi vesicle-mediated transport / COPI-dependent Golgi-to-ER retrograde traffic	GO:0006888	NA	REAC:R-HSA-6811434	GO:0051641;GO:0016050;GO:0016192;GO:0061024	ENSP00000249923;ENSP00000262225;ENSP00000262812;ENSP00000263245;ENSP00000264028;ENSP00000265969;ENSP00000270176;ENSP00000295225;ENSP00000299705;ENSP00000303145;ENSP00000303366;ENSP00000319591;ENSP00000320081;ENSP00000325002;ENSP00000329419;ENSP00000330945;ENSP00000333496;ENSP00000357048;ENSP00000359305;ENSP00000367001;ENSP00000402346;ENSP00000404042;ENSP00000414886;ENSP00000420040;ENSP00000434442;ENSP00000449270;ENSP00000480707
277	R1	e019_R1	positive regulation of protein neddylation / Neddylation	GO:2000436	NA	REAC:R-HSA-8951664	GO:0036211;GO:0050789	ENSP00000250495;ENSP00000251343;ENSP00000253023;ENSP00000260247;ENSP00000292782;ENSP00000319482;ENSP00000323858;ENSP00000340505;ENSP00000340514;ENSP00000343925;ENSP00000351990;ENSP00000354340;ENSP00000389900;ENSP00000417706;ENSP00000478474
278	R1	e019_R1	cAMP signaling pathway / VxPx cargo-targeting to cilium	NA	KEGG:04024	REAC:R-HSA-5620916	GO:0006811	ENSP00000251102;ENSP00000328478;ENSP00000369268;ENSP00000384264
279	R1	e019_R1	Stimuli-sensing channels	NA	NA	REAC:R-HSA-2672351	NA	ENSP00000251127;ENSP00000256339;ENSP00000365080;ENSP00000391088
280	R1	e019_R1	Golgi to plasma membrane transport / Neddylation	GO:0006893	NA	REAC:R-HSA-8951664	GO:0050789;GO:0051641;GO:0016192;GO:0065009	ENSP00000251143;ENSP00000263401;ENSP00000267935;ENSP00000274458;ENSP00000278980;ENSP00000308236;ENSP00000348054;ENSP00000365401;ENSP00000365477;ENSP00000366032;ENSP00000370984;ENSP00000394331;ENSP00000419475
281	R1	e019_R1	CDC42 GTPase cycle	NA	NA	REAC:R-HSA-9013148	GO:0065009	ENSP00000251157;ENSP00000258390;ENSP00000267859;ENSP00000271234;ENSP00000274364;ENSP00000276202;ENSP00000288670;ENSP00000355731;ENSP00000365643;ENSP00000371341;ENSP00000376410;ENSP00000383118;ENSP00000394888;ENSP00000406873;ENSP00000440374;ENSP00000453858
282	R1	e019_R1	Glycosphingolipid metabolism	NA	NA	REAC:R-HSA-1660662	NA	ENSP00000251527;ENSP00000267113;ENSP00000374218
283	R1	e019_R1	protein localization to perinuclear region of cytoplasm / Salmonella infection / Intraflagellar transport	GO:1905719	KEGG:05132	REAC:R-HSA-5620924	GO:0051641;GO:0016192;GO:0006996	ENSP00000251775;ENSP00000265978;ENSP00000273130;ENSP00000302936;ENSP00000304429;ENSP00000305699;ENSP00000310829;ENSP00000320130;ENSP00000324323;ENSP00000349679;ENSP00000356056;ENSP00000356381;ENSP00000360252;ENSP00000361800;ENSP00000367841;ENSP00000368982;ENSP00000369989;ENSP00000374490;ENSP00000376297;ENSP00000378152;ENSP00000380785;ENSP00000381167;ENSP00000384290;ENSP00000458355;ENSP00000474032
284	R1	e019_R1	deoxyribose phosphate biosynthetic process / Glutathione metabolism / Interconversion of nucleotide di- and triphosphates	GO:0046385	KEGG:00480	REAC:R-HSA-499943	GO:0009117	ENSP00000251810;ENSP00000300738;ENSP00000353770
285	R1	e019_R1	potassium ion transmembrane transport / Voltage gated Potassium channels	GO:0071805	NA	REAC:R-HSA-1296072	GO:0006811	ENSP00000252321;ENSP00000312129;ENSP00000328511;ENSP00000345731;ENSP00000358784;ENSP00000360806;ENSP00000365745;ENSP00000367323;ENSP00000371985;ENSP00000385968;ENSP00000419952;ENSP00000433109
286	R1	e019_R1	modulation of chemical synaptic transmission / Glutamatergic synapse / Neurexins and neuroligins	GO:0050804	KEGG:04724	REAC:R-HSA-6794361	GO:0050877;GO:0050789	ENSP00000252575;ENSP00000293441;ENSP00000305632;ENSP00000306138;ENSP00000316377;ENSP00000334382;ENSP00000354896;ENSP00000359077;ENSP00000362444;ENSP00000368752;ENSP00000400258;ENSP00000469689;ENSP00000480012;ENSP00000480132
287	R1	e019_R1	regulation of ryanodine-sensitive calcium-release channel activity / Calcium signaling pathway	GO:0060314	KEGG:04020	NA	GO:0050789;GO:0006811;GO:0007154;GO:0065009	ENSP00000252825;ENSP00000256460;ENSP00000261448;ENSP00000262888;ENSP00000262916;ENSP00000265239;ENSP00000265310;ENSP00000265729;ENSP00000280979;ENSP00000281243;ENSP00000291295;ENSP00000327251;ENSP00000344488;ENSP00000349467;ENSP00000352608;ENSP00000353362;ENSP00000355533;ENSP00000356545;ENSP00000360423;ENSP00000362010;ENSP00000368767;ENSP00000370373;ENSP00000373884;ENSP00000378046;ENSP00000380661;ENSP00000383003;ENSP00000386135;ENSP00000395708;ENSP00000410257;ENSP00000413496;ENSP00000427120;ENSP00000439281
288	R1	e019_R1	ribosomal large subunit biogenesis	GO:0042273	NA	NA	GO:0042254;GO:0006396	ENSP00000253107;ENSP00000254940;ENSP00000260443;ENSP00000261015;ENSP00000263239;ENSP00000285814;ENSP00000322396;ENSP00000338573;ENSP00000338862;ENSP00000339145;ENSP00000346725;ENSP00000348596;ENSP00000353246;ENSP00000354040;ENSP00000355899;ENSP00000357643;ENSP00000358400;ENSP00000359688;ENSP00000360412;ENSP00000361092;ENSP00000362153;ENSP00000363384;ENSP00000363574;ENSP00000364320;ENSP00000371858;ENSP00000395772;ENSP00000396673;ENSP00000402338;ENSP00000407323;ENSP00000413572;ENSP00000417464;ENSP00000432119;ENSP00000455106;ENSP00000481495;ENSP00000483484
289	R1	e019_R1	metallo-sulfur cluster assembly / Citrate cycle (TCA cycle) / Mitochondrial iron-sulfur cluster biogenesis	GO:0031163	KEGG:00020	REAC:R-HSA-1362409	GO:0045333;GO:0051604;GO:0006790;GO:0022607;GO:0022900	ENSP00000253577;ENSP00000264932;ENSP00000301761;ENSP00000306752;ENSP00000328570;ENSP00000331127;ENSP00000331369;ENSP00000355637;ENSP00000355672;ENSP00000356953;ENSP00000356978;ENSP00000357633;ENSP00000358149;ENSP00000359505;ENSP00000360576;ENSP00000364649;ENSP00000364699;ENSP00000365159;ENSP00000368165;ENSP00000372326;ENSP00000377914;ENSP00000429200;ENSP00000452007
290	R1	e019_R1	synaptic membrane adhesion / Receptor-type tyrosine-protein phosphatases	GO:0099560	NA	REAC:R-HSA-388844	GO:0022607;GO:0050789;GO:0007155	ENSP00000253925;ENSP00000264257;ENSP00000298119;ENSP00000335614;ENSP00000349932;ENSP00000353030;ENSP00000354207;ENSP00000359864;ENSP00000366288;ENSP00000368278;ENSP00000370593;ENSP00000376893;ENSP00000376896;ENSP00000386357;ENSP00000397297;ENSP00000420091;ENSP00000450337;ENSP00000471502
291	R1	e019_R1	protein refolding / Attenuation phase	GO:0042026	NA	REAC:R-HSA-3371568	GO:0050789;GO:0006457;GO:0022607	ENSP00000254322;ENSP00000255631;ENSP00000262375;ENSP00000295757;ENSP00000308897;ENSP00000310219;ENSP00000314030;ENSP00000334061;ENSP00000338814;ENSP00000351646;ENSP00000357440;ENSP00000364801;ENSP00000364802;ENSP00000364805;ENSP00000370376;ENSP00000378199;ENSP00000378324;ENSP00000426809;ENSP00000431512;ENSP00000485478
292	R1	e019_R1	histone ubiquitination / E3 ubiquitin ligases ubiquitinate target proteins	GO:0016574	NA	REAC:R-HSA-8866654	GO:0036211;GO:0006281	ENSP00000254436;ENSP00000255499;ENSP00000261973;ENSP00000264926;ENSP00000265339;ENSP00000290650;ENSP00000293872;ENSP00000303709;ENSP00000308944;ENSP00000316176;ENSP00000325677;ENSP00000335091;ENSP00000340305;ENSP00000344166;ENSP00000346986;ENSP00000347005;ENSP00000348010;ENSP00000356475;ENSP00000360116;ENSP00000360613;ENSP00000361577;ENSP00000361990;ENSP00000369373;ENSP00000373772;ENSP00000386458;ENSP00000425092;ENSP00000428209;ENSP00000440222;ENSP00000444357;ENSP00000448073;ENSP00000472998
293	R1	e019_R1	secondary alcohol biosynthetic process / Steroid biosynthesis / Cholesterol biosynthesis	GO:1902653	KEGG:00100	REAC:R-HSA-191273	GO:0006629;GO:0006066	ENSP00000254521;ENSP00000261507;ENSP00000359297
294	R1	e019_R1	ubiquinone biosynthetic process	GO:0006744	NA	NA	GO:0042180	ENSP00000254759;ENSP00000262507;ENSP00000288532;ENSP00000300452;ENSP00000322316
295	R1	e019_R1	peptidyl-diphthamide biosynthetic process from peptidyl-histidine / Synthesis of diphthamide-EEF2	GO:0017183	NA	REAC:R-HSA-5358493	GO:0036211;GO:0050789	ENSP00000255108;ENSP00000263083;ENSP00000265965;ENSP00000419599
296	R1	e019_R1	smooth muscle contraction / Peptide ligand-binding receptors	GO:0006939	NA	REAC:R-HSA-375276	GO:0006936;GO:0050789	ENSP00000255262;ENSP00000264218;ENSP00000305877;ENSP00000366061
297	R1	e019_R1	phosphatidylinositol dephosphorylation / Synthesis of PIPs at the early endosome membrane	GO:0046856	NA	REAC:R-HSA-1660516	GO:0044255;GO:0006793	ENSP00000256190;ENSP00000345752;ENSP00000359423;ENSP00000370196;ENSP00000371577;ENSP00000402537
298	R1	e019_R1	calcium ion transport / Elevation of cytosolic Ca2+ levels	GO:0006816	NA	REAC:R-HSA-139853	GO:0006811	ENSP00000256255;ENSP00000262455;ENSP00000262839;ENSP00000306253;ENSP00000322249;ENSP00000340913;ENSP00000348752;ENSP00000358814;ENSP00000363435;ENSP00000368646;ENSP00000368966;ENSP00000369027;ENSP00000369081;ENSP00000370744;ENSP00000385385;ENSP00000409382;ENSP00000412130;ENSP00000417569;ENSP00000419313;ENSP00000426070;ENSP00000442453;ENSP00000478059;ENSP00000480616
299	R1	e019_R1	tRNA wobble uridine modification	GO:0002098	NA	NA	GO:0006396;GO:0043412	ENSP00000256398;ENSP00000296149;ENSP00000360676;ENSP00000363779;ENSP00000379267;ENSP00000379869;ENSP00000414851
300	R1	e019_R1	phosphatidylinositol phosphate biosynthetic process / Prolactin signaling pathway / Neddylation	GO:0046854	KEGG:04917	REAC:R-HSA-8951664	GO:0036211;GO:0044255;GO:0006793	ENSP00000256474;ENSP00000262306;ENSP00000262394;ENSP00000263734;ENSP00000273480;ENSP00000277458;ENSP00000305133;ENSP00000309749;ENSP00000328232;ENSP00000331302;ENSP00000376808;ENSP00000378855;ENSP00000381034;ENSP00000381693;ENSP00000385057;ENSP00000395574;ENSP00000409346;ENSP00000415151;ENSP00000451575;ENSP00000478121;ENSP00000481249;ENSP00000482229
301	R1	e019_R1	semaphorin-plexin signaling pathway / Axon guidance / Other semaphorin interactions	GO:0071526	KEGG:04360	REAC:R-HSA-416700	GO:0032989;GO:0050789;GO:0040011;GO:0016049	ENSP00000256509;ENSP00000257414;ENSP00000258526;ENSP00000261918;ENSP00000264042;ENSP00000265361;ENSP00000265362;ENSP00000265371;ENSP00000303212;ENSP00000308461;ENSP00000317128;ENSP00000324857;ENSP00000352882;ENSP00000356000;ENSP00000357268;ENSP00000377061;ENSP00000407822;ENSP00000466680;ENSP00000467290;ENSP00000484146
302	R1	e019_R1	amyloid precursor protein metabolic process	GO:0042982	NA	NA	GO:0019538	ENSP00000257626;ENSP00000260197;ENSP00000263574;ENSP00000284981;ENSP00000296861;ENSP00000318585;ENSP00000340330;ENSP00000362399;ENSP00000366047;ENSP00000367828;ENSP00000370377;ENSP00000427211;ENSP00000453293;ENSP00000460236;ENSP00000466214;ENSP00000477213
304	R1	e019_R1	Insulin secretion / Ca2+ activated K+ channels	NA	KEGG:04911	REAC:R-HSA-1296052	GO:0050896	ENSP00000258111;ENSP00000274629;ENSP00000286628
305	R1	e019_R1	TNFs bind their physiological receptors	NA	NA	REAC:R-HSA-5669034	NA	ENSP00000258443;ENSP00000335076;ENSP00000363680;ENSP00000379365
306	R1	e019_R1	cyclic-GMP-AMP transmembrane import across plasma membrane / Miscellaneous transport and binding events	GO:0140361	NA	REAC:R-HSA-5223345	GO:0015931;GO:0006811	ENSP00000259324;ENSP00000332674;ENSP00000338887;ENSP00000359483;ENSP00000479953
307	R1	e019_R1	myofibril assembly / Interaction between L1 and Ankyrins	GO:0030239	NA	REAC:R-HSA-445095	GO:0032502;GO:0022607;GO:0006996	ENSP00000259365;ENSP00000262113;ENSP00000263373;ENSP00000265709;ENSP00000306163;ENSP00000312624;ENSP00000317790;ENSP00000349259;ENSP00000349588;ENSP00000351790;ENSP00000357129;ENSP00000360762;ENSP00000361824;ENSP00000363390;ENSP00000380349;ENSP00000386665;ENSP00000431813;ENSP00000432568;ENSP00000442795;ENSP00000451752;ENSP00000455507;ENSP00000467141;ENSP00000484342
308	R1	e019_R1	serotonin receptor signaling pathway	GO:0007210	NA	NA	GO:0050789;GO:0050896	ENSP00000260191;ENSP00000322617;ENSP00000347754;ENSP00000371929;ENSP00000406050
309	R1	e019_R1	postsynaptic membrane assembly / Cell adhesion molecules / Neurexins and neuroligins	GO:0097104	KEGG:04514	REAC:R-HSA-6794361	GO:0051641;GO:0061024;GO:0050789;GO:0006996;GO:0065008;GO:0050896;GO:0022607;GO:0032501;GO:0044085;GO:0007155	ENSP00000260356;ENSP00000262710;ENSP00000264498;ENSP00000265459;ENSP00000274625;ENSP00000274711;ENSP00000305288;ENSP00000305529;ENSP00000321797;ENSP00000339824;ENSP00000351591;ENSP00000355361;ENSP00000371770;ENSP00000381498;ENSP00000382941;ENSP00000384551;ENSP00000385142;ENSP00000392500;ENSP00000431391;ENSP00000451648
310	R1	e019_R1	positive regulation of cytokinesis / RHOB GTPase cycle	GO:0032467	NA	REAC:R-HSA-9013026	GO:0050789;GO:0051301	ENSP00000260363;ENSP00000263088;ENSP00000265748;ENSP00000272430;ENSP00000295256;ENSP00000310491;ENSP00000333568;ENSP00000341071;ENSP00000342793;ENSP00000347134;ENSP00000354718;ENSP00000356319;ENSP00000359552;ENSP00000376306;ENSP00000376457;ENSP00000377793;ENSP00000379156;ENSP00000380942;ENSP00000400175;ENSP00000404190;ENSP00000471457;ENSP00000479134
311	R1	e019_R1	luteolysis / Axon guidance / Regulation of commissural axon pathfinding by SLIT and ROBO	GO:0001554	KEGG:04360	REAC:R-HSA-428542	GO:0008037;GO:0048511;GO:0032502;GO:0016043;GO:0040011;GO:0050789	ENSP00000260385;ENSP00000262746;ENSP00000264039;ENSP00000298925;ENSP00000304945;ENSP00000332164;ENSP00000347198;ENSP00000348772;ENSP00000352358;ENSP00000360683;ENSP00000371388;ENSP00000380903;ENSP00000383364;ENSP00000416341;ENSP00000417175;ENSP00000417335;ENSP00000420321;ENSP00000422591;ENSP00000459615
312	R1	e019_R1	ABC transporters / ABC transporter disorders	NA	KEGG:02010	REAC:R-HSA-5619084	GO:0050789	ENSP00000260645;ENSP00000265316;ENSP00000272286;ENSP00000344155;ENSP00000349396
313	R1	e019_R1	macromolecule methylation / tRNA modification in the nucleus and cytosol	GO:0043414	NA	REAC:R-HSA-6782315	GO:0016070;GO:0043412	ENSP00000260953;ENSP00000297873;ENSP00000303584;ENSP00000311135;ENSP00000333934;ENSP00000397673;ENSP00000401191;ENSP00000432695;ENSP00000438349
314	R1	e019_R1	Digestion	NA	NA	REAC:R-HSA-8935690	NA	ENSP00000261170;ENSP00000349493;ENSP00000361662
315	R1	e019_R1	mitotic sister chromatid segregation / Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal	GO:0000070	NA	REAC:R-HSA-141444	GO:0000280;GO:0007049;GO:0051276;GO:0050789;GO:0007059	ENSP00000261597;ENSP00000263181;ENSP00000265148;ENSP00000265295;ENSP00000271452;ENSP00000282074;ENSP00000285116;ENSP00000287598;ENSP00000300093;ENSP00000302530;ENSP00000309644;ENSP00000319417;ENSP00000333433;ENSP00000334675;ENSP00000335463;ENSP00000355922;ENSP00000355944;ENSP00000357256;ENSP00000357259;ENSP00000357858;ENSP00000361087;ENSP00000363055;ENSP00000378165;ENSP00000389810;ENSP00000411268;ENSP00000415430;ENSP00000465075;ENSP00000484532
316	R1	e019_R1	synaptic transmission, cholinergic / Highly calcium permeable postsynaptic nicotinic acetylcholine receptors	GO:0007271	NA	REAC:R-HSA-629594	GO:0065008;GO:0032501;GO:0050896;GO:0007154	ENSP00000261751;ENSP00000299565;ENSP00000312663;ENSP00000315602;ENSP00000357461;ENSP00000359285;ENSP00000385026;ENSP00000407546
317	R1	e019_R1	DNA dealkylation involved in DNA repair / ALKBH3 mediated reversal of alkylation damage	GO:0006307	NA	REAC:R-HSA-112126	GO:0006508;GO:0006304;GO:0009057	ENSP00000261884;ENSP00000302232;ENSP00000339404;ENSP00000358159;ENSP00000380877
318	R1	e019_R1	autophagy of nucleus / Autophagy - other	GO:0044804	KEGG:04136	NA	GO:0022411;GO:0007033;GO:0022607;GO:0006914;GO:0007005;GO:0050789	ENSP00000262139;ENSP00000348848;ENSP00000353010;ENSP00000366475
319	R1	e019_R1	BMP signaling pathway / TGF-beta signaling pathway / Germ layer formation at gastrulation	GO:0030509	KEGG:04350	REAC:R-HSA-9754189	GO:0050789;GO:0050896	ENSP00000262160;ENSP00000263326;ENSP00000264260;ENSP00000268489;ENSP00000280357;ENSP00000288840;ENSP00000295641;ENSP00000308369;ENSP00000310301;ENSP00000316357;ENSP00000332973;ENSP00000333188;ENSP00000341551;ENSP00000351250;ENSP00000354478;ENSP00000361959;ENSP00000362981;ENSP00000366534;ENSP00000367797;ENSP00000369154;ENSP00000378704;ENSP00000382800;ENSP00000384212;ENSP00000387211;ENSP00000388620;ENSP00000403104;ENSP00000426568;ENSP00000437621;ENSP00000441954;ENSP00000455426
320	R1	e019_R1	Synthesis of Lipoxins (LX)	NA	NA	REAC:R-HSA-2142700	GO:0006082	ENSP00000262428;ENSP00000363512;ENSP00000479870
321	R1	e019_R1	adenylate cyclase-modulating G protein-coupled receptor signaling pathway / Glucagon-type ligand receptors	GO:0007188	NA	REAC:R-HSA-420092	GO:0050789	ENSP00000262441;ENSP00000292513;ENSP00000302846;ENSP00000334448;ENSP00000350005;ENSP00000358963;ENSP00000362353;ENSP00000383558;ENSP00000387662;ENSP00000399745;ENSP00000409581;ENSP00000467494
322	R1	e019_R1	ribosome-associated ubiquitin-dependent protein catabolic process	GO:1990116	NA	NA	GO:0006508;GO:0009057	ENSP00000262584;ENSP00000298310;ENSP00000345917;ENSP00000477507;ENSP00000478783
323	R1	e019_R1	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay / mRNA surveillance pathway / Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)	GO:0000184	KEGG:03015	REAC:R-HSA-975957	GO:0016070;GO:0050789;GO:0009057	ENSP00000262962;ENSP00000264645;ENSP00000268482;ENSP00000269349;ENSP00000270066;ENSP00000273541;ENSP00000275820;ENSP00000276201;ENSP00000309117;ENSP00000313007;ENSP00000319240;ENSP00000334148;ENSP00000336721;ENSP00000336783;ENSP00000341247;ENSP00000348708;ENSP00000353741;ENSP00000360525;ENSP00000360922;ENSP00000361949;ENSP00000364448;ENSP00000366843;ENSP00000370345;ENSP00000372459;ENSP00000378275;ENSP00000378917;ENSP00000381490;ENSP00000386156;ENSP00000398131;ENSP00000401721;ENSP00000402515;ENSP00000411822;ENSP00000417686;ENSP00000428756;ENSP00000429615;ENSP00000438748;ENSP00000463058;ENSP00000464167;ENSP00000466718;ENSP00000472808;ENSP00000478070
324	R1	e019_R1	signal release from synapse / Synaptic vesicle cycle / Neurotransmitter release cycle	GO:0099643	KEGG:04721	REAC:R-HSA-112310	GO:0006836;GO:0065008;GO:0046903;GO:0050789	ENSP00000263233;ENSP00000263847;ENSP00000295987;ENSP00000305613;ENSP00000314214;ENSP00000345656;ENSP00000352544;ENSP00000363229;ENSP00000365530;ENSP00000369862;ENSP00000371471;ENSP00000379568
325	R1	e019_R1	lymphocyte activation / Cell adhesion molecules	GO:0046649	KEGG:04514	NA	GO:0002376;GO:0008283;GO:0050789;GO:0006949;GO:0001775	ENSP00000263645;ENSP00000264072;ENSP00000303939;ENSP00000304903;ENSP00000319476;ENSP00000320084;ENSP00000324890;ENSP00000332049;ENSP00000339477;ENSP00000341324;ENSP00000356024;ENSP00000356946;ENSP00000357012;ENSP00000357065;ENSP00000358490;ENSP00000358501;ENSP00000371958;ENSP00000376899;ENSP00000386187;ENSP00000418767;ENSP00000433642;ENSP00000437940;ENSP00000483732;ENSP00000484431
327	R1	e019_R1	signal peptide processing / Synthesis, secretion, and inactivation of Glucose-dependent Insulinotropic Polypeptide (GIP)	GO:0006465	NA	REAC:R-HSA-400511	GO:0006518;GO:0006508;GO:0051604	ENSP00000263672;ENSP00000427463;ENSP00000452697;ENSP00000468633;ENSP00000478310
328	R1	e019_R1	cellular response to leucine starvation	GO:1990253	NA	NA	GO:0050896;GO:0007154	ENSP00000263791;ENSP00000300648;ENSP00000411471
329	R1	e019_R1	glutaminyl-tRNAGln biosynthesis via transamidation / Aminoacyl-tRNA biosynthesis	GO:0070681	KEGG:00970	NA	GO:0016070;GO:0006520	ENSP00000263985;ENSP00000358042;ENSP00000446872
330	R1	e019_R1	barbed-end actin filament capping / Miscellaneous transport and binding events	GO:0051016	NA	REAC:R-HSA-5223345	GO:0065008;GO:0050789;GO:0051261	ENSP00000264436;ENSP00000264758;ENSP00000348381
332	R1	e019_R1	receptor guanylyl cyclase signaling pathway / Vascular smooth muscle contraction / Physiological factors	GO:0007168	KEGG:04270	REAC:R-HSA-5578768	GO:0050789;GO:0032501;GO:0050878;GO:0009117	ENSP00000265074;ENSP00000341083;ENSP00000357669;ENSP00000365651;ENSP00000365663;ENSP00000387159
333	R1	e019_R1	branched-chain amino acid metabolic process / Valine, leucine and isoleucine degradation / Defective HLCS causes multiple carboxylase deficiency	GO:0009081	KEGG:00280	REAC:R-HSA-3371599	GO:0006520	ENSP00000265594;ENSP00000343657;ENSP00000365462;ENSP00000419027
334	R1	e019_R1	melanosome assembly	GO:1903232	NA	NA	GO:0022607;GO:0048753	ENSP00000265967;ENSP00000296051;ENSP00000299238
335	R1	e019_R1	Carboxyterminal post-translational modifications of tubulin	NA	NA	REAC:R-HSA-8955332	GO:0036211	ENSP00000266254;ENSP00000273598;ENSP00000352265;ENSP00000453273;ENSP00000464780
336	R1	e019_R1	5-phosphoribose 1-diphosphate biosynthetic process / 5-Phosphoribose 1-diphosphate biosynthesis	GO:0006015	NA	REAC:R-HSA-73843	GO:0009117	ENSP00000268835;ENSP00000361512;ENSP00000381504;ENSP00000414624;ENSP00000424595
337	R1	e019_R1	NADH regeneration / Pentose phosphate pathway	GO:0006735	KEGG:00030	NA	GO:0006082;GO:0009117;GO:0005975;GO:0006091	ENSP00000269848;ENSP00000345771;ENSP00000370517
